"Pro","Wm82","Wm82Gene.V2.1"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.04G162400.1","Glyma.04G202900.2.p","Glyma.04G202900"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.04G163900.1","Glyma.04G204400.1.p","Glyma.04G204400"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.04G172200.1","Glyma.04G214400.3.p","Glyma.04G214400"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.04G204300.1","Glyma.04G248900.1.p","Glyma.04G248900"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.05G001700.1","Glyma.05G001900.1.p","Glyma.05G001900"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.05G010300.1","Glyma.05G011600.1.p","Glyma.05G011600"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.05G040000.2","Glyma.05G044200.2.p","Glyma.05G044200"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.05G055400.1","Glyma.05G061300.2.p","Glyma.05G061300"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.05G105300.1","Glyma.05G129700.1.p","Glyma.05G129700"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.05G109000.1","Glyma.05G133700.1.p","Glyma.05G133700"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.05G110600.2","Glyma.08G090300.2.p","Glyma.08G090300"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.05G119400.1","Glyma.05G144700.1.p","Glyma.05G144700"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.05G122200.1","Glyma.05G147700.1.p","Glyma.05G147700"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.05G124900.1","Glyma.05G150500.1.p","Glyma.05G150500"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.05G128400.1","Glyma.05G154200.1.p","Glyma.05G154200"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.05G128700.1","Glyma.05G154600.1.p","Glyma.05G154600"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.05G137800.1","Glyma.05G164500.2.p","Glyma.05G164500"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.05G142000.1","Glyma.05G169200.1.p","Glyma.05G169200"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.05G142100.1","Glyma.05G169300.1.p","Glyma.05G169300"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.05G148900.1","Glyma.05G177000.1.p","Glyma.05G177000"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.05G153300.1","Glyma.05G181700.1.p","Glyma.05G181700"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.05G190900.1","Glyma.05G223400.1.p","Glyma.05G223400"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.05G196900.1",NA,NA
"glyso.PI483463.gnm1.ann1.GlysoPI483463.06G011600.1","Glyma.06G013100.1.p","Glyma.06G013100"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.06G019100.1","Glyma.06G020700.1.p","Glyma.06G020700"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.06G040200.1","Glyma.06G044600.1.p","Glyma.06G044600"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.06G056400.2","Glyma.06G062600.2.p","Glyma.06G062600"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.06G072000.1","Glyma.06G078600.1.p","Glyma.06G078600"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.06G072900.1","Glyma.06G080100.1.p","Glyma.06G080100"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.06G074200.1","Glyma.06G081400.1.p","Glyma.06G081400"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.06G074400.1","Glyma.06G081600.1.p","Glyma.06G081600"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.06G076400.1","Glyma.06G083700.1.p","Glyma.06G083700"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.06G085900.1","Glyma.06G094300.1.p","Glyma.06G094300"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.06G088700.1","Glyma.06G097100.1.p","Glyma.06G097100"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.06G097600.1","Glyma.06G107200.1.p","Glyma.06G107200"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.06G119500.1","Glyma.06G131300.1.p","Glyma.06G131300"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.06G150300.1","Glyma.06G163200.1.p","Glyma.06G163200"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.06G165100.1","Glyma.06G179400.1.p","Glyma.06G179400"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.06G167400.1","Glyma.06G182600.1.p","Glyma.06G182600"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.06G197400.1",NA,NA
"glyso.PI483463.gnm1.ann1.GlysoPI483463.06G214100.2",NA,NA
"glyso.PI483463.gnm1.ann1.GlysoPI483463.06G214800.1","Glyma.06G249300.1.p","Glyma.06G249300"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.06G235800.1","Glyma.06G275900.1.p","Glyma.06G275900"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.06G244600.1","Glyma.06G286700.1.p","Glyma.06G286700"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.06G256500.1","Glyma.06G301500.1.p","Glyma.06G301500"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.06G260600.1","Glyma.06G306500.1.p","Glyma.06G306500"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.06G261000.1","Glyma.06G307000.1.p","Glyma.06G307000"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.06G264000.1","Glyma.06G310100.1.p","Glyma.06G310100"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.06G265600.1","Glyma.06G312100.2.p","Glyma.06G312100"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.06G271700.1","Glyma.06G319700.1.p","Glyma.06G319700"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.06G272300.1","Glyma.06G320200.3.p","Glyma.06G320200"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.06G276000.1","Glyma.06G324100.1.p","Glyma.06G324100"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.07G006700.1","Glyma.07G007400.1.p","Glyma.07G007400"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.07G008700.1","Glyma.07G009600.1.p","Glyma.07G009600"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.07G008800.1","Glyma.07G009700.1.p","Glyma.07G009700"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.07G009000.1","Glyma.07G009900.3.p","Glyma.07G009900"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.07G009300.1","Glyma.07G010400.1.p","Glyma.07G010400"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.07G012500.1","Glyma.07G014100.1.p","Glyma.07G014100"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.07G012800.1","Glyma.07G014500.1.p","Glyma.07G014500"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.07G012900.1","Glyma.07G014600.1.p","Glyma.07G014600"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.07G019000.1","Glyma.07G021400.1.p","Glyma.07G021400"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.07G019900.1","Glyma.07G022300.1.p","Glyma.07G022300"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.07G025400.1","Glyma.07G028800.3.p","Glyma.07G028800"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.07G028500.1","Glyma.07G032200.1.p","Glyma.07G032200"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.07G031100.1","Glyma.07G034900.1.p","Glyma.07G034900"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.07G031600.2","Glyma.07G035600.1.p","Glyma.07G035600"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.07G035000.1","Glyma.07G039100.1.p","Glyma.07G039100"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.07G039400.1","Glyma.07G043600.1.p","Glyma.07G043600"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.07G050100.1","Glyma.07G054900.1.p","Glyma.07G054900"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.07G051300.1","Glyma.07G056100.1.p","Glyma.07G056100"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.07G062500.1","Glyma.07G069700.1.p","Glyma.07G069700"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.07G066200.1","Glyma.07G073800.1.p","Glyma.07G073800"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.07G072400.1","Glyma.07G081600.1.p","Glyma.07G081600"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.07G078200.1","Glyma.07G087400.1.p","Glyma.07G087400"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.07G090600.1","Glyma.07G102200.1.p","Glyma.07G102200"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.07G091400.1","Glyma.07G103000.3.p","Glyma.07G103000"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.07G100800.1","Glyma.07G114600.1.p","Glyma.07G114600"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.07G176000.2","Glyma.07G212800.2.p","Glyma.07G212800"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.07G178600.1",NA,NA
"glyso.PI483463.gnm1.ann1.GlysoPI483463.07G181900.1","Glyma.07G219300.1.p","Glyma.07G219300"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.07G186200.1","Glyma.07G224600.1.p","Glyma.07G224600"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.07G201000.1","Glyma.07G242500.1.p","Glyma.07G242500"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.07G211300.1","Glyma.07G253300.1.p","Glyma.07G253300"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.07G216300.1","Glyma.07G258600.1.p","Glyma.07G258600"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.08G006600.2","Glyma.08G006900.1.p","Glyma.08G006900"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.08G010800.1","Glyma.08G011700.1.p","Glyma.08G011700"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.08G011700.1","Glyma.08G012600.1.p","Glyma.08G012600"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.08G013300.1","Glyma.08G014300.1.p","Glyma.08G014300"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.08G014500.1","Glyma.08G015400.2.p","Glyma.08G015400"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.08G015000.1","Glyma.08G015900.1.p","Glyma.08G015900"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.08G029300.1","Glyma.08G031800.1.p","Glyma.08G031800"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.08G036900.1","Glyma.08G040000.1.p","Glyma.08G040000"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.08G039400.1","Glyma.08G042400.1.p","Glyma.08G042400"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.08G042400.1","Glyma.08G045500.1.p","Glyma.08G045500"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.08G043800.1","Glyma.08G047100.1.p","Glyma.08G047100"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.08G043900.1","Glyma.08G047200.2.p","Glyma.08G047200"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.08G056200.1","Glyma.08G060800.1.p","Glyma.08G060800"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.08G057000.1","Glyma.08G061800.1.p","Glyma.08G061800"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.08G085900.1","Glyma.08G093500.1.p","Glyma.08G093500"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.08G094500.1","Glyma.08G103200.1.p","Glyma.08G103200"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.08G095500.1","Glyma.08G104300.1.p","Glyma.08G104300"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.08G097800.1","Glyma.08G106700.1.p","Glyma.08G106700"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.08G102500.1","Glyma.08G112000.1.p","Glyma.08G112000"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.08G118400.1","Glyma.08G128700.1.p","Glyma.08G128700"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.08G120100.1",NA,NA
"glyso.PI483463.gnm1.ann1.GlysoPI483463.08G135300.1","Glyma.08G146200.1.p","Glyma.08G146200"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.08G148400.1","Glyma.08G160900.1.p","Glyma.08G160900"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.08G159500.1","Glyma.08G173600.5.p","Glyma.08G173600"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.08G193000.1","Glyma.08G210500.1.p","Glyma.08G210500"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.08G193300.2","Glyma.08G210900.3.p","Glyma.08G210900"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.08G194100.1","Glyma.08G211700.1.p","Glyma.08G211700"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.08G215800.1","Glyma.08G238500.4.p","Glyma.08G238500"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.08G247000.1","Glyma.08G279800.1.p","Glyma.08G279800"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.08G253100.1","Glyma.08G286800.1.p","Glyma.08G286800"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.08G261900.1","Glyma.08G296800.1.p","Glyma.08G296800"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.08G261900.2","Glyma.08G296800.1.p","Glyma.08G296800"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.08G282600.1","Glyma.08G321400.1.p","Glyma.08G321400"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.08G298600.1","Glyma.08G339400.1.p","Glyma.08G339400"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.08G300100.1","Glyma.08G341100.1.p","Glyma.08G341100"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.08G300200.1","Glyma.08G341000.1.p","Glyma.08G341000"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.08G301000.1","Glyma.08G342000.1.p","Glyma.08G342000"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.08G322400.1","Glyma.08G365800.1.p","Glyma.08G365800"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.09G008800.1","Glyma.09G010000.1.p","Glyma.09G010000"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.09G073100.1",NA,NA
"glyso.PI483463.gnm1.ann1.GlysoPI483463.09G094800.1","Glyma.07G166800.1.p","Glyma.07G166800"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.09G105700.1","Glyma.09G138100.1.p","Glyma.09G138100"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.09G122800.1","Glyma.09G160400.1.p","Glyma.09G160400"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.09G129800.1","Glyma.09G168900.1.p","Glyma.09G168900"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.09G133400.1","Glyma.09G172700.1.p","Glyma.09G172700"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.09G147400.1","Glyma.09G188600.1.p","Glyma.09G188600"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.09G161800.1","Glyma.09G203900.1.p","Glyma.09G203900"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.09G182400.1","Glyma.09G226700.1.p","Glyma.09G226700"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.09G190900.1","Glyma.09G236500.1.p","Glyma.09G236500"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.09G211000.1","Glyma.09G258700.1.p","Glyma.09G258700"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.09G212300.1","Glyma.09G260400.1.p","Glyma.09G260400"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.10G008900.1","Glyma.10G009700.2.p","Glyma.10G009700"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.10G022000.1","Glyma.10G023800.1.p","Glyma.10G023800"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.10G026700.2","Glyma.10G028700.1.p","Glyma.10G028700"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.10G034200.1","Glyma.10G037300.1.p","Glyma.10G037300"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.10G035000.1","Glyma.10G038000.1.p","Glyma.10G038000"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.10G037600.1","Glyma.10G040700.1.p","Glyma.10G040700"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.10G052600.1","Glyma.10G057100.1.p","Glyma.10G057100"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.10G056900.1","Glyma.10G062400.1.p","Glyma.10G062400"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.10G066700.1","Glyma.10G074600.1.p","Glyma.10G074600"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.10G075500.1","Glyma.10G085900.1.p","Glyma.10G085900"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.10G114500.1","Glyma.10G142500.3.p","Glyma.10G142500"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.10G138200.1","Glyma.10G167800.1.p","Glyma.10G167800"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.10G138300.1","Glyma.10G168100.1.p","Glyma.10G168100"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.10G139500.1","Glyma.10G169600.1.p","Glyma.10G169600"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.10G142200.1","Glyma.10G172800.1.p","Glyma.10G172800"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.10G144700.1",NA,NA
"glyso.PI483463.gnm1.ann1.GlysoPI483463.10G150300.1","Glyma.10G181800.1.p","Glyma.10G181800"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.10G169900.2","Glyma.10G203000.2.p","Glyma.10G203000"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.10G176200.1","Glyma.10G209800.1.p","Glyma.10G209800"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.10G182700.1","Glyma.10G217200.1.p","Glyma.10G217200"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.10G183100.1","Glyma.10G217600.1.p","Glyma.10G217600"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.10G192100.1","Glyma.10G227800.1.p","Glyma.10G227800"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.10G211400.1","Glyma.10G249300.2.p","Glyma.10G249300"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.10G222200.1","Glyma.10G261200.1.p","Glyma.10G261200"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.10G247600.1","Glyma.10G291000.2.p","Glyma.10G291000"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.10G248300.1","Glyma.10G291700.1.p","Glyma.10G291700"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.10G251700.1","Glyma.10G295400.2.p","Glyma.10G295400"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.10G252600.1",NA,NA
"glyso.PI483463.gnm1.ann1.GlysoPI483463.11G009100.1","Glyma.11G010500.1.p","Glyma.11G010500"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.11G012700.1","Glyma.11G014400.1.p","Glyma.11G014400"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.11G032000.1","Glyma.11G035200.2.p","Glyma.11G035200"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.11G054300.1","Glyma.11G059500.1.p","Glyma.11G059500"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.11G057800.1","Glyma.11G062900.1.p","Glyma.11G062900"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.11G059300.1","Glyma.11G064500.1.p","Glyma.11G064500"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.11G077900.1","Glyma.11G085100.1.p","Glyma.11G085100"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.11G078700.4","Glyma.11G085900.1.p","Glyma.11G085900"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.11G084700.1","Glyma.11G092500.1.p","Glyma.11G092500"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.11G089800.1","Glyma.11G097500.1.p","Glyma.11G097500"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.11G109700.1","Glyma.11G118600.1.p","Glyma.11G118600"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.11G111600.1",NA,NA
"glyso.PI483463.gnm1.ann1.GlysoPI483463.11G113500.1","Glyma.11G122900.1.p","Glyma.11G122900"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.11G115100.1","Glyma.11G124900.1.p","Glyma.11G124900"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.11G132900.1","Glyma.U033300.1.p","Glyma.U033300"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.11G139000.1","Glyma.U017000.1.p","Glyma.U017000"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.11G151000.1","Glyma.11G187500.1.p","Glyma.11G187500"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.11G165300.1","Glyma.11G151400.1.p","Glyma.11G151400"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.11G167500.1","Glyma.11G154200.4.p","Glyma.11G154200"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.11G174500.1","Glyma.11G165000.1.p","Glyma.11G165000"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.11G199600.1","Glyma.11G217600.1.p","Glyma.11G217600"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.11G217100.1","Glyma.11G237500.3.p","Glyma.11G237500"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.11G232000.1","Glyma.11G253700.3.p","Glyma.11G253700"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.12G015400.1","Glyma.12G016900.1.p","Glyma.12G016900"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.12G018400.1","Glyma.12G020000.1.p","Glyma.12G020000"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.12G020800.1","Glyma.12G022500.2.p","Glyma.12G022500"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.12G022800.1","Glyma.12G024700.1.p","Glyma.12G024700"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.12G045100.1","Glyma.12G049400.1.p","Glyma.12G049400"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.12G046200.1","Glyma.12G050700.4.p","Glyma.12G050700"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.12G050200.1","Glyma.12G054700.1.p","Glyma.12G054700"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.12G050300.1","Glyma.12G054800.1.p","Glyma.12G054800"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.12G081900.1","Glyma.12G090500.1.p","Glyma.12G090500"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.12G083600.1","Glyma.12G092800.1.p","Glyma.12G092800"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.12G084800.1","Glyma.12G094000.3.p","Glyma.12G094000"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.12G095700.1","Glyma.12G108400.1.p","Glyma.12G108400"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.12G096500.1","Glyma.12G109800.1.p","Glyma.12G109800"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.12G132900.1","Glyma.12G163700.1.p","Glyma.12G163700"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.12G137200.1","Glyma.12G168900.1.p","Glyma.12G168900"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.12G140900.1","Glyma.12G173700.1.p","Glyma.12G173700"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.12G145600.1","Glyma.12G179600.1.p","Glyma.12G179600"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.12G157300.1","Glyma.12G192000.1.p","Glyma.12G192000"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.12G161600.1","Glyma.12G197100.1.p","Glyma.12G197100"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.12G181100.1","Glyma.12G217300.1.p","Glyma.12G217300"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.12G183300.1","Glyma.12G219700.1.p","Glyma.12G219700"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.12G187800.1","Glyma.12G224800.1.p","Glyma.12G224800"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.12G190900.1","Glyma.12G228000.2.p","Glyma.12G228000"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.12G191600.1","Glyma.12G228600.1.p","Glyma.12G228600"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.13G001000.1","Glyma.13G002200.1.p","Glyma.13G002200"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.13G048500.1","Glyma.13G075200.1.p","Glyma.13G075200"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.13G049700.1","Glyma.13G076900.1.p","Glyma.13G076900"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.13G096900.1","Glyma.13G128900.1.p","Glyma.13G128900"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.13G112200.1","Glyma.13G145200.1.p","Glyma.13G145200"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.13G114400.1","Glyma.13G147700.1.p","Glyma.13G147700"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.13G117600.1","Glyma.13G151300.1.p","Glyma.13G151300"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.13G125600.1","Glyma.13G158600.1.p","Glyma.13G158600"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.13G136300.1","Glyma.13G171300.1.p","Glyma.13G171300"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.13G137100.1","Glyma.13G172100.1.p","Glyma.13G172100"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.13G150600.1","Glyma.13G187900.1.p","Glyma.13G187900"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.13G151600.1","Glyma.13G189400.1.p","Glyma.13G189400"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.13G166200.1","Glyma.13G207000.1.p","Glyma.13G207000"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.13G176100.1","Glyma.13G216800.1.p","Glyma.13G216800"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.13G188800.1","Glyma.13G230500.1.p","Glyma.13G230500"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.13G197500.1","Glyma.13G239400.1.p","Glyma.13G239400"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.13G203800.1","Glyma.13G246600.1.p","Glyma.13G246600"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.13G206500.1","Glyma.13G249600.1.p","Glyma.13G249600"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.13G217900.1","Glyma.13G262200.2.p","Glyma.13G262200"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.13G218700.1","Glyma.13G263200.1.p","Glyma.13G263200"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.13G222500.1","Glyma.13G268000.1.p","Glyma.13G268000"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.13G234600.1","Glyma.13G280700.1.p","Glyma.13G280700"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.13G238700.1","Glyma.13G285600.1.p","Glyma.13G285600"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.13G269200.1","Glyma.13G319300.1.p","Glyma.13G319300"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.13G271600.1","Glyma.13G321700.1.p","Glyma.13G321700"
